name,age,height_cm,weight_kgs,positions,nationality,overall_rating,international_reputation,body_type,national_team,national_rating,freekick_accuracy,sprint_speed,shot_power,strength,penalties,preferred_foot,value_euro
D. Perquis,33,185.42,82.1,GK,France,68,1,Normal,,,12,49,16,56,19,Right,525000
A. Sedlar,27,152.4,78.9,CB,Serbia,68,1,Normal,,,22,35,38,72,51,Right,900000
A. Novakovich,22,190.5,78,ST,United States,68,1,Normal,,,42,76,67,74,63,Right,1300000
I. Kecojević,30,190.5,84.8,CB,Montenegro,68,1,Lean,,,31,51,42,84,40,Right,675000
I. Cissé,25,154.94,83.9,"CDM,CM",Guinea,68,1,Lean,,,43,69,73,70,46,Right,1000000
A. Santurro,27,193.04,86.2,GK,Italy,68,1,Normal,,,11,49,39,46,22,Right,800000
D. Wilson,27,187.96,78.9,"CB,CDM",Scotland,68,1,Stocky,,,30,62,37,81,37,Left,925000
M. Wölfli,36,185.42,88,GK,Switzerland,68,1,Normal,,,14,42,13,59,11,Right,210000
F. Salazar,23,152.4,69.9,"RM,ST,LM",Colombia,68,1,Lean,,,50,80,60,60,52,Right,1400000
Raúl Guti,22,152.4,73.9,"CM,CAM,CDM",Spain,68,1,Normal,,,44,66,75,73,53,Right,1300000
S. Väisänen,24,190.5,74.8,CB,Finland,68,1,Lean,Finland,70,31,54,49,74,36,Right,950000
P. Kitchen,27,182.88,73,"CDM,CM",United States,68,1,Normal,,,51,52,67,74,59,Right,900000
Cheng Yuelei,31,187.96,78,GK,China PR,68,1,Lean,,,18,51,8,62,15,Right,575000
V. Cabrera,26,182.88,77.1,CB,Argentina,68,1,Normal,,,30,69,40,71,44,Right,950000
B. Kısa,35,154.94,69.9,"CM,CDM,CAM",Turkey,68,1,Lean,,,77,40,81,53,74,Left,375000
A. Correa,25,175.26,74.8,LB,Colombia,68,1,Normal,,,45,79,64,64,53,Left,975000
A. Akaichi,30,185.42,84.8,ST,Tunisia,68,1,Normal,,,49,71,70,81,61,Left,900000
S. Rieks,31,185.42,74.8,LWB,Denmark,68,1,Lean,,,59,79,70,70,51,Right,575000
I. Niane,19,187.96,73,"ST,LW",Senegal,68,1,Normal,,,50,78,75,63,71,Right,1700000
Dalmau,24,154.94,73.9,ST,Spain,68,1,Lean,,,31,76,58,56,70,Right,1200000
M. Koné,22,175.26,69.9,"ST,RW,LW",Senegal,68,1,Lean,,,27,88,57,48,71,Right,1300000
Kike Barja,21,152.4,68.9,"LM,RM",Spain,68,1,Lean,,,41,75,58,61,58,Right,1300000
D. McGeouch,26,152.4,68.9,"CM,CDM",Scotland,68,1,Lean,,,45,66,69,68,52,Right,1100000
Y. Ideguchi,22,170.18,71.2,"CDM,CM",Japan,68,1,Normal,,,55,74,58,68,44,Right,1300000
G. Herrera,35,154.94,83,ST,Argentina,68,1,Normal,,,44,68,75,81,69,Right,475000
J. Rodwell,27,187.96,78,"CDM,CM,CB",England,68,2,Normal,,,47,61,72,71,57,Right,750000
T. Vlietinck,21,152.4,69.9,RM,Belgium,68,1,Lean,,,58,80,58,40,54,Right,1400000
Gonzalo Villar,20,154.94,73.9,"CM,CDM",Spain,68,1,Lean,,,61,71,63,60,53,Right,1600000
M. Fall,27,182.88,72.1,"RM,LM,LW,RW",Senegal,68,1,Lean,,,48,85,68,71,58,Right,950000
A. Contreras,26,182.88,79.8,"CB,RB",Chile,68,1,Normal,,,42,51,41,83,44,Right,1000000
M. Akça,28,182.88,74.8,CB,Turkey,68,1,Normal,,,33,68,55,75,51,Right,750000
A. Bassi,21,172.72,72.1,"CAM,LW",Morocco,68,1,Normal,,,66,67,61,57,58,Right,1300000
Kim Seung Gyu,28,187.96,79.8,GK,Korea Republic,68,2,Normal,,,12,36,11,61,12,Right,725000
David Carmona,22,175.26,72.1,"RB,RWB",Spain,68,1,Normal,,,45,82,59,70,44,Right,1100000
Dani Romera,23,172.72,68.9,"ST,CAM",Spain,68,1,Normal,,,70,83,72,64,69,Right,1300000
D. Horgan,26,170.18,69.9,"LM,RM,CAM",Republic of Ireland,68,1,Normal,,,67,87,60,56,61,Right,1100000
J. Ahlmann,28,152.4,69.9,LB,Denmark,68,1,Normal,,,55,75,59,66,42,Left,750000
J. Mattock,28,154.94,78,LB,England,68,1,Normal,,,52,73,57,66,34,Left,700000
G. Lódico,20,162.56,63,CM,Argentina,68,1,Lean,,,65,75,64,58,52,Right,1600000
J. Akpala,32,185.42,81.2,ST,Nigeria,68,1,Normal,,,49,68,73,75,66,Right,800000
J. Moulin,33,185.42,88,GK,France,68,1,Normal,,,11,52,18,54,23,Right,525000
T. Ambrose,21,152.4,76.2,"LM,RM",France,68,1,Stocky,,,31,83,73,76,65,Right,1500000
G. Koomson,24,154.94,68.9,RW,Ghana,68,1,Normal,,,63,87,64,59,65,Right,1200000
Q. Beunardeau,25,182.88,78,GK,France,68,1,Normal,,,18,48,31,58,31,Right,825000
D. Bohar,27,172.72,68.9,"LM,RM",Slovenia,68,1,Lean,,,47,79,57,45,58,Right,950000
A. Jeremejeff,25,193.04,84.8,ST,Sweden,68,1,Lean,,,33,74,59,86,55,Right,1100000
J. Huentelaf,30,152.4,73,"LW,RW",Chile,68,1,Normal,,,47,82,65,70,57,Right,875000
S. Hedlund,25,175.26,68,"CAM,ST",Sweden,68,1,Lean,,,52,90,67,47,42,Right,1200000
J. Steele,28,187.96,78.9,GK,England,68,1,Normal,,,15,36,18,55,24,Right,750000
A. Mulenga,29,152.4,69.9,"ST,RW",Zambia,68,1,Normal,,,48,72,68,67,63,Right,925000
Rúben Vinagre,19,175.26,64,LWB,Portugal,68,1,Lean,,,59,89,62,49,57,Left,1700000
L. Balanta,28,185.42,78,"LB,LM",Colombia,68,1,Normal,,,32,74,48,74,45,Left,750000
L. Caicedo,22,172.72,67.1,"CDM,CM",Colombia,68,1,Lean,,,41,68,60,74,45,Right,1100000
P. van Amersfoort,22,193.04,77.1,"CAM,CM",Netherlands,68,1,Lean,,,40,65,65,71,60,Right,1200000
T. Lockyer,24,154.94,72.1,CB,Wales,68,1,Normal,,,30,63,37,77,39,Right,1000000
M. Kightly,33,172.72,71.2,LM,England,68,2,Normal,,,57,76,65,65,62,Right,700000
H. Rodríguez,28,182.88,78.9,CB,Mexico,68,1,Normal,,,42,56,63,78,50,Right,850000
Delmás,23,172.72,60.8,"RB,CB",Spain,68,1,Lean,,,35,67,34,71,49,Right,1200000
B. Pelé,26,170.18,64.9,"LM,LW,RM",France,68,1,Normal,,,42,84,62,49,66,Left,1100000
O. Hernández,24,152.4,71.2,"CM,CAM",Chile,68,1,Normal,,,62,66,62,44,60,Right,1200000
D. Erdmann,28,187.96,86.2,"CB,CDM",Germany,68,1,Normal,,,37,55,65,84,51,Right,750000
G. Bushchan,24,195.58,83.9,GK,Ukraine,68,1,Normal,,,11,32,18,73,13,Right,875000
C. Timite,21,152.4,78.9,ST,Ivory Coast,68,1,Normal,,,40,74,78,67,56,Right,1500000
M. Prévot,21,187.96,81.2,GK,France,68,1,Lean,,,12,26,23,58,14,Right,1300000
José Machín,22,182.88,73.9,CM,Equatorial Guinea,68,1,Normal,,,58,68,63,66,48,Right,1400000
H. Robson-Kanu,29,182.88,83,"ST,LW,RW",Wales,68,1,Normal,,,35,76,69,75,72,Left,900000
A. Mance,23,187.96,77.1,ST,Croatia,68,1,Normal,,,41,67,68,71,69,Right,1200000
C. Embalo,24,175.26,73.9,"LW,CAM,RW,RM",Guinea Bissau,68,1,Normal,,,58,91,66,63,58,Left,1200000
S. Xulu,27,187.96,76.2,CB,South Africa,68,1,Normal,,,60,77,53,71,64,Right,
Fernández,29,170.18,64.9,"RB,RWB",Spain,68,1,Normal,,,37,91,60,44,47,Right,700000
D. Dąbrowski,26,182.88,81.2,CDM,Poland,68,1,Normal,,,55,63,70,61,51,Right,975000
L. Noriega,33,172.72,73,"CM,CDM",Mexico,68,1,Normal,,,61,60,72,73,67,Right,525000
M. Uslu,31,175.26,67.1,LB,Turkey,68,1,Normal,,,39,68,64,76,47,Left,650000
Nouhou,21,152.4,78.9,LB,Cameroon,68,1,Stocky,Cameroon,75,31,87,56,76,48,Left,1100000
Tiago Mesquita,28,154.94,73.9,RB,Portugal,68,1,Normal,,,41,63,71,71,41,Right,750000
J. Föhrenbach,23,182.88,81.2,"LB,CB",Germany,68,1,Normal,,,39,68,41,69,42,Left,1000000
G. Gaudino,22,175.26,74.8,"CM,CDM",Germany,68,1,Lean,,,53,66,51,30,51,Right,1500000
T. Nedelev,26,175.26,69.9,"CAM,RM,LM",Bulgaria,68,1,Normal,,,68,75,72,50,64,Left,
M. Smith,30,154.94,71.2,"RB,CB,RWB",Northern Ireland,68,1,Lean,Northern Ireland,71,43,79,42,75,39,Right,675000
H. Lybohy,35,185.42,84.8,CB,Ivory Coast,68,1,Normal,,,29,52,52,91,45,Left,270000
Bellvís,33,170.18,64.9,"LB,LWB",Spain,68,1,Normal,,,58,79,64,60,59,Left,350000
F. Kalig,25,154.94,78,CB,Germany,68,1,Normal,,,39,64,52,68,51,Right,925000
K. Keleş,31,175.26,67.1,LB,Turkey,68,1,Normal,,,50,77,60,41,44,Left,650000
J. Smith,24,182.88,74.8,GK,England,68,1,Lean,,,13,33,25,55,23,Left,825000
A. Monfray,28,185.42,78.9,"CB,RB",France,68,1,Lean,,,31,67,69,84,36,Right,750000
Y. Wildschut,27,187.96,86.2,"LM,LW,ST",Netherlands,68,1,Stocky,,,61,84,81,79,60,Right,950000
J. Ortiz,34,154.94,73.9,CM,Argentina,68,1,Lean,,,62,66,73,57,63,Right,425000
Arthur Silbeira,35,152.4,78,ST,Brazil,68,1,Normal,,,53,65,71,69,75,Right,475000
J. Kayembe,24,182.88,73,"LW,RW",Belgium,68,1,Lean,,,34,85,61,60,41,Left,1200000
G. Troupée,20,154.94,64.9,RB,Netherlands,68,1,Stocky,,,49,77,62,66,41,Right,1100000
S. Salazar,23,154.94,78.9,"CDM,CM",Colombia,68,1,Stocky,,,35,65,42,73,43,Right,1300000
D. Mohamed,29,182.88,73,"CDM,CM",France,68,1,Normal,,,62,72,62,66,68,Left,700000
B. Pawłowski,26,152.4,69.9,"LM,RM",Poland,68,1,Lean,,,61,90,57,62,62,Right,1100000
M. Żyro,26,187.96,88,"RM,ST",Poland,68,1,Normal,,,56,72,70,71,67,Left,1100000
A. Kashi,30,152.4,76.2,"CM,CDM",Algeria,68,1,Normal,,,63,51,44,71,52,Right,850000
T. Borevković,21,193.04,86.2,CB,Croatia,68,1,Normal,,,30,60,40,85,44,Right,1200000
Gorosabel,22,175.26,73,RB,Spain,68,1,Lean,,,33,68,46,56,38,Right,1200000
P. Pentz,22,182.88,81.2,GK,Austria,68,1,Normal,,,13,55,20,61,24,Left,1000000
N. Backman,30,185.42,79.8,CB,Sweden,68,1,Normal,,,58,61,74,78,50,Right,700000
Han Kwang Song,20,152.4,69.9,ST,Korea DPR,68,1,Normal,,,38,74,64,49,67,Right,1600000
G. Gallon,25,185.42,78.9,GK,France,68,1,Normal,,,19,40,20,64,19,Right,825000
Diego Barcelos,33,170.18,69.9,"CAM,CM,LW",Brazil,68,1,Normal,,,66,63,71,44,71,Right,550000
P. Hartley,30,185.42,88.9,CB,England,68,1,Stocky,,,26,36,39,84,33,Left,675000
G. Baldock,25,175.26,67.1,"RWB,RB",England,68,1,Normal,,,37,81,46,69,45,Right,925000
A. Piech,33,170.18,72.1,ST,Poland,68,1,Normal,,,37,81,65,68,69,Right,575000
J. Delle,28,187.96,83.9,GK,France,68,1,Normal,,,20,46,24,66,22,Left,725000
D. Louiserre,24,172.72,64,"CDM,CAM",France,68,1,Lean,,,71,55,72,58,67,Right,1000000
G. Kamara,23,182.88,73,"CM,CDM",Finland,68,1,Lean,Finland,70,37,71,47,69,47,Right,1300000
M. Grimes,23,152.4,69.9,"CM,LB,CDM",England,68,1,Lean,,,71,61,66,53,56,Left,1200000
C. Muñoz,41,152.4,73,GK,Argentina,68,1,Normal,,,20,56,23,65,24,Right,60000
J. Shonga,22,152.4,64,ST,Zambia,68,1,Normal,,,70,72,54,52,71,Right,1300000
R. Brežančić,29,175.26,71.2,LB,Serbia,68,1,Normal,,,30,77,71,71,43,Left,700000
S. Amallah,22,185.42,74.8,"RM,CAM,LM",Belgium,68,1,Lean,,,66,69,75,58,52,Right,1300000
C. Osmanpaşa,31,182.88,77.1,"CB,RB",Turkey,68,1,Normal,,,27,53,48,81,47,Right,675000
Caro,26,182.88,69.9,"CB,RB",Spain,68,1,Lean,,,41,65,51,72,55,Right,1000000
Y. Otsu,28,154.94,73,"LM,RM,CAM,CM",Japan,68,1,Lean,,,61,72,68,72,64,Right,900000
Heitor Mutto,27,154.94,74.8,"CAM,LW",Brazil,68,1,Normal,,,52,60,70,53,72,Left,950000
M. Fatau,26,152.4,73.9,"CDM,CM",Ghana,68,1,Normal,,,35,65,70,75,38,Right,925000
Alex Muñoz,24,185.42,77.1,CB,Spain,68,1,Lean,,,49,73,39,73,45,Left,1000000
E. Knudtzon,30,152.4,69.9,"ST,RW",Norway,68,1,Normal,,,60,94,72,73,63,Right,900000
S. Marinović,27,193.04,94.8,GK,New Zealand,68,1,Stocky,,,19,51,18,73,22,Right,
Diego Aguirre,28,175.26,64,"LM,RM,LW,CM",Spain,68,1,Normal,,,42,79,54,40,52,Left,950000
I. Díaz,28,154.94,83.9,ST,Chile,68,1,Normal,,,40,72,72,79,76,Right,925000
Adão Morrinhos,27,152.4,73,"ST,CF",Brazil,68,1,Normal,,,71,78,78,74,54,Right,975000
Querol,30,182.88,74.8,"RM,LM,ST",Spain,68,1,Lean,,,51,85,67,70,65,Right,875000
A. Weis,29,187.96,83.9,GK,Germany,68,1,Normal,,,15,40,23,60,19,Right,725000
C. Lepoint,34,187.96,83,"CB,CM,CDM,CAM",Belgium,68,1,Normal,,,57,50,71,85,68,Right,375000
Messias,24,193.04,87.1,CB,Brazil,68,1,Normal,,,21,61,54,84,47,Right,1100000
M. van der Hart,24,190.5,91.2,GK,Netherlands,68,1,Normal,,,14,43,24,60,27,Left,875000
R. Kristiansen,31,182.88,73.9,LB,Norway,68,1,Lean,,,42,83,47,62,48,Left,650000
M. Nelom,28,175.26,68.9,LB,Netherlands,68,1,Normal,,,68,74,72,58,55,Left,750000
J. Müller,25,182.88,83,CB,Germany,68,1,Lean,,,30,68,43,75,34,Right,1000000
Hugo Basto,25,187.96,79.8,CB,Portugal,68,1,Normal,,,31,65,69,77,46,Right,1000000
A. Nübel,22,193.04,86.2,GK,Germany,68,1,Normal,,,20,46,18,70,16,Right,1300000
R. Bocalon,30,185.42,76.2,ST,Italy,68,1,Normal,,,44,73,67,66,52,Right,900000
V. Mantovani,22,154.94,69.9,CB,Italy,68,1,Stocky,,,31,55,36,69,39,Right,1300000
P. Magalhães,29,152.4,73.9,"RB,CB",Chile,68,1,Lean,,,34,74,31,66,56,Right,700000
A. Geipl,26,152.4,73,"CDM,CM",Germany,68,1,Lean,,,58,65,71,71,63,Right,900000
E. Pogatetz,36,190.5,89.8,CB,Austria,68,2,Lean,,,23,32,48,91,45,Left,210000
D. Toth,31,172.72,68,"CDM,CM",Austria,68,1,Normal,,,72,66,62,59,66,Left,600000
D. Etienne Jr.,22,152.4,77.1,"LW,RW,ST",Haiti,68,1,Normal,,,40,84,67,55,53,Right,1500000
B. Bahn,26,154.94,68.9,CAM,Germany,68,1,Lean,,,63,78,69,57,64,Right,1100000
N. Maturana,25,162.56,63,"RW,RM",Chile,68,1,Lean,,,62,76,66,53,41,Left,1100000
G. Evans,24,182.88,76.2,"CDM,CM",England,68,1,Lean,,,55,65,69,68,48,Right,1100000
S. Parker,26,154.94,78,"ST,RM",Germany,68,1,Normal,,,64,78,80,68,65,Right,1200000
R. Brosco,28,190.5,92.1,CB,Italy,68,1,Normal,,,56,35,60,76,32,Right,750000
B. Henning,23,172.72,72.1,"CDM,CM",Germany,68,1,Lean,,,36,82,60,62,36,Right,1200000
M. Mehlem,21,175.26,67.1,"CAM,LM",Germany,68,1,Lean,,,52,71,57,44,53,Right,1500000
Shi Ke,26,182.88,79.8,CB,China PR,68,1,Lean,,,25,65,45,76,38,Right,950000
L. Gallegos,27,172.72,73,"LM,CM",Chile,68,1,Normal,,,59,79,67,58,51,Left,950000
M. Wittek,29,193.04,88,"CB,CDM",Germany,68,1,Lean,,,33,65,66,86,52,Right,700000
R. Magyar,27,193.04,84.8,CB,Sweden,68,1,Normal,,,49,54,52,79,44,Right,850000
S. Schäfer,24,187.96,82.1,CB,Germany,68,1,Lean,,,26,60,35,78,33,Right,950000
A. Delamea,27,182.88,73,CB,Slovenia,68,1,Normal,,,22,59,44,70,39,Right,850000
J. MacDonald,32,185.42,78.9,GK,Scotland,68,1,Normal,,,25,22,21,59,16,Right,525000
J. Gómez,25,175.26,67.1,"CM,CDM,RB",Mexico,68,1,Lean,,,54,78,66,63,63,Right,1100000
R. Vincelot,33,152.4,71.2,"CB,CM,CDM",France,68,1,Normal,,,45,59,65,78,58,Right,525000
T. Schwede,24,154.94,72.1,"LM,LW,RW",Germany,68,1,Lean,,,35,85,59,63,42,Left,1200000
A. Castro,25,170.18,68,"LM,RM",Colombia,68,1,Lean,,,62,78,62,36,36,Left,1100000
C. McManaman,27,175.26,73,"RM,RW",England,68,1,Lean,,,49,73,64,59,64,Right,950000
J. Cifuente,26,152.4,77.1,ST,Ecuador,68,1,Normal,,,42,69,75,58,68,Right,
S. Córdova,21,187.96,87.1,ST,Venezuela,68,1,Normal,Venezuela,73,40,78,71,78,62,Right,1500000
V. Mogos,26,185.42,77.1,"RB,RM",Romania,68,1,Normal,,,63,77,67,81,37,Right,875000
J. Aguirre,27,175.26,68.9,LM,Argentina,68,1,Normal,,,43,94,65,68,64,Left,1100000
Z. Diallo,32,193.04,89.8,CB,France,68,1,Normal,,,45,39,53,93,48,Right,600000
P. Testroet,28,185.42,86.2,ST,Germany,68,1,Normal,,,39,73,71,78,70,Right,950000
A. Lindegaard,34,193.04,84.8,GK,Denmark,68,2,Normal,,,18,52,28,69,42,Right,375000
Pacheco,34,154.94,78,"CM,CDM",Canada,68,1,Normal,,,62,55,62,68,62,Right,425000
J. Torres,22,167.64,69.9,RM,Argentina,68,1,Lean,,,42,90,55,60,39,Left,1500000
D. Nagy,23,175.26,68.9,"LM,RM",Hungary,68,1,Lean,Hungary,73,52,78,62,51,54,Left,1200000
J. Ledesma,26,185.42,83,GK,Argentina,68,1,Normal,,,13,42,22,60,22,Right,850000
E. Rivière,29,182.88,76.2,"ST,LW",France,68,1,Normal,,,49,71,72,60,72,Right,925000
M. McGovern,34,190.5,88.9,GK,Northern Ireland,68,1,Normal,Northern Ireland,71,13,34,20,49,14,Right,450000
H. Urrego,26,182.88,77.1,CB,Colombia,68,1,Normal,,,26,59,32,77,32,Right,1000000
Lee Yong,32,154.94,73.9,RB,Korea Republic,68,2,Normal,,,56,67,53,60,45,Right,575000
M. Pereira,31,154.94,73,"RM,LM",France,68,1,Lean,,,48,87,79,78,51,Right,850000
K. Bare,21,175.26,72.1,"CM,CDM",Albania,68,1,Normal,,,43,67,55,67,45,Right,1300000
R. Mühren,29,187.96,82.1,"CAM,ST",Netherlands,68,1,Normal,,,69,55,70,68,72,Right,875000
J. Mombris,31,187.96,68,LB,Madagascar,68,1,Normal,,,32,75,43,72,34,Left,650000
T. Hateley,29,154.94,73,CDM,England,68,1,Normal,,,69,72,74,73,67,Right,725000
C. Charisis,24,152.4,68,"CM,RM",Greece,68,1,Normal,,,71,67,73,67,64,Right,1100000
L. Greco,32,182.88,74.8,"CM,CDM",Italy,68,2,Lean,,,67,56,70,61,58,Left,775000
Rafinha,36,182.88,78,"RB,LB,CB",Brazil,68,1,Normal,,,54,58,71,68,48,Right,100000
N. Bahoui,28,187.96,83.9,"LM,ST",Sweden,68,1,Normal,,,68,76,72,83,66,Right,950000
Kaio Figueiras,27,152.4,71.2,"LB,LM",Brazil,68,1,Normal,,,51,72,62,67,52,Left,750000
M. Christiansen,22,185.42,82.1,"CDM,CM",Germany,68,1,Normal,,,63,64,64,78,48,Right,1200000
S. Hakšabanovič,19,172.72,73.9,"CAM,CF",Montenegro,68,1,Normal,,,62,71,67,56,64,Right,1400000
S. Marveaux,32,172.72,68.9,"CAM,RM",France,68,2,Normal,,,77,62,73,55,71,Left,700000
A. Luna,26,170.18,62.1,"RM,LM,ST",Uruguay,68,1,Normal,,,73,87,74,35,64,Right,1100000
Kim Won Il,32,185.42,77.1,"CB,RB",Korea Republic,68,1,Normal,,,34,65,34,74,43,Right,600000
Bernabé,26,187.96,76.2,GK,Spain,68,1,Normal,,,19,46,18,60,23,Right,850000
J. Butez,23,190.5,83,GK,France,68,1,Lean,,,14,40,20,58,21,Right,900000
W. Kaptoum,22,170.18,72.1,"CM,CDM",Cameroon,68,1,Normal,,,39,64,73,61,50,Right,1400000
S. Slavchev,25,185.42,78,"CM,CDM",Bulgaria,68,1,Lean,,,64,57,52,73,43,Right,
Nuno Campos,25,172.72,69.9,"RB,LB",Portugal,68,1,Normal,,,41,77,66,57,49,Right,925000
F. Schönheim,32,190.5,92.1,"CB,LB",Germany,68,1,Normal,,,60,75,73,87,57,Left,600000
R. Boateng,26,154.94,64,CM,Ghana,68,1,Lean,,,45,72,70,72,46,Right,1100000
Léo Silva,33,154.94,76.2,"CM,CDM",Brazil,68,1,Normal,,,68,58,70,76,63,Right,675000
M. Niemeyer,23,152.4,72.1,"LM,LB,LW",Germany,68,1,Normal,,,35,77,60,58,50,Left,1300000
S. Nakatani,22,182.88,78.9,CB,Japan,68,1,Lean,,,23,75,35,79,37,Right,975000
W. Yarbrough,29,187.96,74.8,GK,United States,68,1,Lean,,,12,56,25,75,22,Right,600000
S. Camara,36,175.26,74.8,"ST,RM",Senegal,68,2,Normal,,,54,50,75,60,70,Right,400000
D. Gibson,31,154.94,79.8,"CDM,CM",Republic of Ireland,68,2,Normal,,,71,49,83,72,63,Right,675000
P. Sané,27,187.96,83.9,"ST,LW",Senegal,68,1,Normal,,,39,74,68,84,66,Left,1100000
M. Bakić,25,185.42,78,"CM,CAM,CDM",Montenegro,68,1,Normal,,,59,58,74,68,45,Right,1100000
Yu Hai,31,182.88,69.9,"LB,LM,CDM",China PR,68,1,Normal,,,58,73,56,63,52,Left,575000
D. Calderón Caicedo,29,154.94,86.2,"ST,LM",Colombia,68,1,Normal,,,41,71,70,70,66,Right,925000
V. Marcel,21,154.94,64.9,"RW,LW,LM",France,68,1,Normal,,,52,71,64,49,52,Left,1300000
V. Basha,28,152.4,72.1,CDM,Albania,68,1,Lean,,,55,62,75,67,51,Right,850000
Elgezabal,25,185.42,73.9,CB,Spain,68,1,Lean,,,46,55,58,72,41,Right,975000
M. Tirpan,25,152.4,73.9,"RB,CDM,RWB",Belgium,68,1,Normal,,,46,72,57,59,44,Right,950000
D. Hediger,32,175.26,78.9,"CM,CDM",Switzerland,68,1,Stocky,,,59,74,70,92,64,Right,775000
J. Raitala,30,154.94,78,"CB,LB,RB",Finland,68,1,Normal,,,59,64,70,71,48,Left,700000
I. Lakićević,25,154.94,74.8,RB,Serbia,68,1,Normal,,,42,67,59,67,37,Right,875000
B. Turner,30,193.04,91.2,"CB,LB",England,68,1,Stocky,,,27,55,31,83,26,Left,700000
A. Marchesano,28,167.64,62.1,"CAM,CM",Switzerland,68,1,Normal,,,69,68,62,35,67,Right,950000
L. Sánchez,32,190.5,84.8,CB,Argentina,68,1,Normal,,,29,30,56,90,47,Right,600000
T. Adeyemi,27,185.42,78,"CM,CDM,CAM",England,68,1,Normal,,,60,73,66,79,55,Right,1000000
K. Németh,30,154.94,73.9,"LW,ST",Hungary,68,1,Normal,,,55,71,68,62,67,Right,875000
D. Vallejos,28,172.72,73.9,"ST,RM,LM",Chile,68,1,Stocky,,,26,83,71,83,55,Right,925000
E. Bologna,37,187.96,87.1,GK,Argentina,68,1,Normal,,,18,44,24,70,25,Right,120000
H. Bernardello,32,175.26,73.9,"CDM,CM",Argentina,68,1,Normal,,,60,38,69,66,51,Right,600000
Lillo,29,175.26,69.9,"RB,CB,LB,RWB",Spain,68,1,Normal,,,47,69,55,73,59,Right,675000
A. Pomini,37,185.42,79.8,GK,Italy,68,1,Normal,,,12,41,21,69,23,Right,60000
S. Bruzzese,30,185.42,79.8,GK,Belgium,68,1,Lean,,,9,43,34,61,29,Left,700000
R. Majewski,32,170.18,68,"CAM,CM",Poland,68,1,Lean,,,69,67,69,49,61,Right,775000
M. Villanueva,25,193.04,78,"CB,LB",Venezuela,68,1,Lean,,,47,52,64,87,38,Left,1000000
S. Ntshangase,25,172.72,64.9,"CAM,CM,RW",South Africa,68,1,Lean,,,44,65,59,61,60,Right,1200000
O. Salinas,30,172.72,71.2,"LW,ST,RW",Chile,68,1,Normal,,,26,84,63,74,59,Right,850000
J. Cardona,24,170.18,68,"CAM,LM",Colombia,68,1,Normal,,,74,73,53,56,55,Right,1300000
Pablo Valcarce,26,175.26,69.9,"RM,LM",Spain,68,1,Normal,,,43,75,70,63,54,Left,1100000
Wei Shihao,23,152.4,64,"RM,ST",China PR,68,1,Lean,,,68,85,71,56,58,Right,1300000
Pleguezuelo,22,154.94,63,CB,Spain,68,1,Lean,,,44,70,38,65,43,Right,1200000
S. Heltne Nilsen,27,182.88,78,"CDM,CM",Norway,68,1,Normal,,,60,55,59,78,52,Right,875000
Luis Valcarce,26,175.26,69.9,LB,Spain,68,1,Normal,,,58,85,57,66,61,Left,925000
C. Borthwick-Jackson,22,187.96,73,LB,England,68,1,Lean,,,48,73,53,69,46,Left,1000000
F. Guichón,28,182.88,74.8,"LM,CAM",Uruguay,68,1,Lean,,,58,67,60,63,63,Left,950000
J. Ángulo,22,182.88,73.9,LB,Colombia,68,1,Lean,,,28,72,33,76,39,Left,1200000
C. Dell'Orco,25,182.88,74.8,"LB,CB,LWB",Italy,68,1,Normal,,,41,68,55,60,40,Left,975000
F. Grillo,26,154.94,78,"CB,LB",Argentina,68,1,Normal,,,39,74,32,74,48,Left,975000
J. Arp,19,182.88,78,"ST,LM",Germany,68,1,Lean,,,38,68,66,65,55,Right,1900000
C. Alhadhur,27,172.72,64.9,"LWB,LB,RB",Comoros,68,1,Lean,,,31,67,56,51,38,Right,850000
Kevin,25,172.72,72.1,RB,Spain,68,1,Normal,,,45,72,54,63,46,Right,975000
N. Mazzola,29,187.96,88.9,ST,Argentina,68,1,Lean,,,31,56,72,89,62,Right,925000
Nam Joon Jae,30,182.88,74.8,"LM,LW,RM",Korea Republic,68,1,Lean,,,48,81,63,68,52,Right,850000
S. Blondelle,32,185.42,79.8,"CB,LB",Belgium,68,1,Normal,,,58,46,67,76,43,Left,525000
P. Ziegler,29,187.96,78.9,"CB,CDM",Germany,68,1,Lean,,,26,72,47,72,41,Right,725000
E. Cocalić,31,190.5,86.2,CB,Bosnia Herzegovina,68,1,Normal,,,36,39,53,82,42,Right,675000
K. McFadzean,32,185.42,84.8,CB,England,68,1,Stocky,,,28,49,51,81,36,Right,600000
M. Knaller,31,193.04,86.2,GK,Austria,68,1,Normal,,,14,44,15,64,18,Right,550000
Jadson Castrelo,35,185.42,81.2,"CDM,CM",Brazil,68,1,Normal,,,48,54,60,81,66,Right,270000
M. Jakobsen,33,185.42,81.2,"CB,CDM",Denmark,68,1,Normal,,,59,56,75,89,60,Left,525000
J. Sills,31,154.94,69.9,"CDM,CB,CM",Argentina,68,1,Normal,,,42,68,45,73,47,Right,600000
Tan Long,30,185.42,74.8,"RM,LM,CF",China PR,68,1,Lean,,,47,67,75,77,63,Right,850000
K. Freeman,26,152.4,78.9,"RWB,RB",Wales,68,1,Normal,,,36,69,58,64,30,Right,850000
Óscar Valentín,24,152.4,64.9,"CDM,CM",Spain,68,1,Lean,,,37,64,68,63,40,Right,1000000
